"diagnose_id";"descr";"icd_code"
1791;"AnämiedurchEnzymdefekte,nichtnäherbezeichnet";"D559"
1793;"Alpha-Thalassämie";"D560"
1794;"Beta-Thalassämie,Cooley-Anämie,SchwereBeta-Thalassämie,Sichelzell(en)-Beta-Thalassämie,Thalassaemia:intermedia.major";"D561"
1795;"Delta-Beta-Thalassämie";"D562"
1796;"Thalassämie-Erbanlage";"D563"
1797;"HereditärePersistenzfetalenHämoglobins[HPFH]";"D564"
1798;"SonstigeThalassämien";"D568"
1799;"Thalassämie,nichtnäherbezeichnet,Mittelmeeranämie(mitsonstigerHämoglobinopathie),Thalassämie/Thalassaemia(minor)(gemischt)(mitsonstigerHämoglobinopathie)";"D569"
1801;"SichelzellenanämiemitKrisen,Hb-SS-KrankheitmitKrisen";"D570"
1802;"SichelzellenanämieohneKrisen,Sichelzellen:Anämie,Krankheit,Störung,o.n.A.";"D571"
1803;"DoppeltheterozygoteSichelzellenkrankheiten,Krankheit:Hb-SC,Hb-SD,Hb-SE";"D572"
1804;"Sichelzellen-Erbanlage,Hb-S-Erbanlage,HeterozygotesHämoglobinS";"D573"
1805;"SonstigeSichelzellenkrankheiten";"D578"
1807;"HereditäreSphärozytose,Angeborener(sphärozytärer)hämolytischerIkterus,Hämolytischer(familiärer)Ikterus,Minkowski-Chauffard-Gänsslen-Syndrom";"D580"
1808;"HereditäreElliptozytose,Elliptozytose(angeboren),Ovalozytose(angeboren)(hereditär)";"D581"
1809;"SonstigeHämoglobinopathien,AnomalesHämoglobino.n.A.,Hämoglobinopathieo.n.A.,HämolytischeAnämiedurchinstabileHämoglobine,Krankheit:Hb-C,Hb-D,Hb-E,KongenitaleHeinz-Körper-Anämie";"D582"
1810;"SonstigenäherbezeichnetehereditärehämolytischeAnämien,Stomatozytose";"D588"
1811;"HereditärehämolytischeAnämie,nichtnäherbezeichnet";"D589"
1813;"ArzneimittelinduzierteautoimmunhämolytischeAnämie.";"D590"
1814;"SonstigeautoimmunhämolytischeAnämien,AutoimmunhämolytischeKrankheit(Kälteautoantikörper-Typ)(Wärmeautoantikörper-Typ)";"D591"
1815;"Arzneimittelinduziertenicht-autoimmunhämolytischeAnämie,ArzneimittelinduzierteEnzymmangelanämie.";"D592"
1816;"Hämolytisch-urämischesSyndrom";"D593"
1817;"Sonstigenicht-autoimmunhämolytischeAnämien;mechanisch,mikroangiopathisch,toxisch";"D594"
1818;"ParoxysmalenächtlicheHämoglobinurie[Marchiafava-Micheli]";"D595"
1819;"HämoglobinuriedurchHämolyseinfolgesonstigeräußererUrsachen;Hämoglobinurie:Belastungs-,Marsch-,paroxysmaleKälte-";"D596"
1820;"SonstigeerworbenehämolytischeAnämien";"D598"
1821;"ErworbenehämolytischeAnämie,nichtnäherbezeichnet;IdiopathischehämolytischeAnämie,chronisch";"D599"
1823;"ChronischeerworbeneisolierteaplastischeAnämie";"D600"
1824;"TransitorischeerworbeneisolierteaplastischeAnämie";"D601"
1825;"SonstigeerworbeneisolierteaplastischeAnämien";"D608"
1826;"ErworbeneisolierteaplastischeAnämie,nichtnäherbezeichnet";"D609"
1828;"AngeboreneaplastischeAnämie,Blackfan-Diamond-Anämie,FamiliärehypoplastischeAnämie,Fanconi-Anämie,IsolierteaplastischeAnämie:angeboren,imKindesalter,primär,PanzytopeniemitFehlbildungen";"D610"
1829;"ArzneimittelinduzierteaplastischeAnämie.";"D611"
1830;"AplastischeAnämieinfolgesonstigeräußererUrsachen.SolldieäußereUrsacheangegebenwerden,isteinezusätzlicheSchlüsselnummer(KapitelXX)zubenutzen.";"D612"
1831;"IdiopathischeaplastischeAnämie";"D613"
1832;"SonstigenäherbezeichneteaplastischeAnämien";"D618"
1833;"AplastischeAnämie,nichtnäherbezeichnet,HypoplastischeAnämieo.n.A.,Knochenmarkinsuffizienz,Panmyelopathie,Panmyelophthise";"D619"
1834;"AkuteBlutungsanämie";"D62"
1836;"AnämiebeiNeubildungen(C00-D48+)";"D630"
1837;"Anämiebeisonstigenchronischen,anderenortsklassifiziertenKrankheiten";"D638"
1839;"Hereditäresideroachrestische[sideroblastische]Anämie,X-chromosomal-gebundenehypochromesideroachrestischeAnämie";"D640"
1840;"Sekundäresideroachrestische[sideroblastische]Anämie(krankheitsbedingt),SolldieKrankheitangegebenwerden,isteinezusätzlicheSchlüsselnummerzubenutzen.";"D641"
1841;"Sekundäresideroachrestische[sideroblastische]AnämiedurchArzneimitteloderToxine.SolldieäußereUrsacheangegebenwerden,isteinezusätzlicheSchlüsselnummer(KapitelXX)zubenutzen.";"D642"
1842;"Sonstigesideroachrestische[sideroblastische]Anämien,SideroachrestischeAnämie:pyridoxinsensibel,anderenortsnichtklassifiziert,o.n.A.";"D643"
1843;"KongenitaledyserythropoetischeAnämie,Dyshäm(at)opoetischeAnämie(angeboren)";"D644"
1844;"SonstigenäherbezeichneteAnämien,InfantilePseudoleukämie,LeukoerythroblastischeAnämie";"D648"
1845;"Anämie,nichtnäherbezeichnet";"D649"
1846;"DisseminierteintravasaleGerinnung[Defibrinationssyndrom].Afibrinogenämie,erworben;DiffuseoderdisseminierteintravasaleGerinnung[DIC];Fibrinolyseblutung,erworben";"D65"
1847;"HereditärerFaktor-VIII-Mangel,Faktor-VIII-Mangel(mitFunktionsstörung),Hämophilie:A,klassisch,o.n.A.";"D66"
1848;"HereditärerFaktor-IX-Mangel,Christmasdisease,HämophilieB,Mangel:FaktorIX(mitFunktionsstörung),Plasma-Thromboplastin-Komponente[PTC]";"D67"
1850;"Willebrand-Jürgens-Syndrom,Angiohämophilie,Faktor-VIII-MangelmitStörungderGefäßendothelfunktion,VaskuläreHämophilie";"D680"
1851;"HereditärerFaktor-XI-Mangel,HämophilieC,Plasma-Thromboplastin-Antecedent[PTA]-Mangel";"D681"
1852;"HereditärerMangelansonstigenGerinnungsfaktoren,AngeboreneAfibrinogenämie,Dysfibrinogenämie(angeboren),Hypoprokonvertinämie";"D682"
1853;"HämorrhagischeDiathesedurchzirkulierendeAntikoagulanzien,BlutungbeiDauertherapiemitAntikoagulanzien,Hyperheparinämie,Vermehrungvon:Antithrombin,Anti-VIIIa,Anti-IXa,Anti-Xa,Anti-XIa";"D683"
1854;"ErworbenerMangelanGerinnungsfaktoren,Gerinnungsfaktormangeldurch:Leberkrankheit,Vitamin-K-Mangel";"D684"
14463;"PrimäreThrombophilie";"D685"
14464;"SonstigeThrombophilien";"D686"
1855;"SonstigenäherbezeichneteKoagulopathien.Inkl.:VorhandenseinvonInhibitordessystemischenLupuserythematodes[SLE]";"D688"
1856;"Koagulopathie,nichtnäherbezeichnet";"D689"
1858;"Purpuraanaphylactoides,AllergischeVaskulitis,Purpura:allergica,nichtthrombozytopenisch:hämorrhagisch,idiopathisch,Schoenlein-Henoch,vaskulär";"D690"
1859;"QualitativeThrombozytendefekte,Bernard-Soulier-Syndrom[Riesenthrombozyten-Syndrom],Glanzmann-(Naegeli-)Syndrom,Grey-platelet-Syndrom[SyndromdergrauenThrombozyten]";"D691"
1860;"SonstigenichtthrombozytopenischePurpura.Purpura:senilis,simplex,o.n.A.";"D692"
1861;"IdiopathischethrombozytopenischePurpura,Evans-Syndrom,Werlhof-Krankheit";"D693"
1862;"SonstigeprimäreThrombozytopenie";"D694"
1863;"SekundäreThrombozytopenie,SolldieäußereUrsacheangegebenwerden,isteinezusätzlicheSchlüsselnummer(KapitelXX)zubenutzen.";"D695"
1864;"Thrombozytopenie,nichtnäherbezeichnet";"D696"
1865;"SonstigenäherbezeichnetehämorrhagischeDiathesen,Kapillarbrüchigkeit(hereditär),VaskulärePseudohämophilie";"D698"
1866;"HämorrhagischeDiathese,nichtnäherbezeichnet";"D699"
1867;"Agranulozytose,Agranulocytosisinfantilishereditaria,Anginaagranulocytotica,Kostmann-Syndrom";"D70"
1868;"FunktionelleStörungenderneutrophilenGranulozyten";"D71"
1870;"GenetischbedingteLeukozytenanomalien,Anomalie(Granulation)(Granulozyten)oderSyndrom:Alder-,May-Hegglin-,Pelger-Huet-";"D720"
1871;"Eosinophilie:Inkl.:allergisch,hereditär";"D721"
1872;"SonstigenäherbezeichneteKrankheitenderLeukozyten.LeukämoideReaktion:lymphozytär,monozytär,myelozytär";"D728"
1873;"KrankheitderLeukozyten,nichtnäherbezeichnet";"D729"
1875;"Hyposplenismus,AsplenienachSplenektomie,AtrophiederMilz";"D730"
1876;"Hypersplenismus";"D731"
1877;"Chronisch-kongestiveSplenomegalie";"D732"
1878;"AbszeßderMilz";"D733"
1879;"ZystederMilz";"D734"
1880;"InfarzierungderMilz,Milzruptur,nichttraumatisch,Milztorsion";"D735"
1881;"SonstigeKrankheitenderMilz,FibrosederMilzo.n.A.,Perisplenitis,Splenitiso.n.A.";"D738"
1882;"KrankheitderMilz,nichtnäherbezeichnet";"D739"
1884;"AngeboreneMethämoglobinämie,AngeborenerNADH-Methämoglobinreduktase-Mangel,Hämoglobin-M[Hb-M]-Krankheit,Methämoglobinämie,hereditär";"D740"
1885;"SonstigeMethämoglobinämien,ErworbeneMethämoglobinämie(mitSulfhämoglobinämie),ToxischeMethämoglobinämie";"D748"
1886;"Methämoglobinämie,nichtnäherbezeichnet";"D749"
1888;"FamiliäreErythrozytose,Polyglobulie[Polyzythämie]:familiär,gutartig";"D750"
1889;"SekundärePolyglobulie[Polyzythämie].Polyglobulie:durch:AufenthaltingroßerHöhe,Erythropoetin,Hämokonzentration,Streß,emotionell,erworben,hypoxämisch,relativ,renal";"D751"
1891;"SonstigenäherbezeichneteKrankheitendesBlutesundderblutbildendenOrgane,Basophilie";"D758"
1892;"KrankheitdesBlutesundderblutbildendenOrgane,nichtnäherbezeichnet";"D759"
1895;"HämophagozytäreLymphohistiozytose,FamiliärehämophagozytäreRetikulose,HistiozytosenmononukleärerPhagozyten,ausgenommenderLangerhans-Zelleno.n.A.";"D761"
1896;"HämophagozytäresSyndrombeiInfektionen,SollderInfektionserregeroderdieInfektionskrankheitangegebenwerden,isteinezusätzlicheSchlüsselnummerzubenutzen.";"D762"
1897;"SonstigeHistiozytose-Syndrome,Retikulohistiozytom(Riesenzellen),SinushistiozytosemitmassiverLymphadenopathie,Xanthogranulom";"D763"
1898;"SonstigeKrankheitendesBlutesundderblutbildendenOrganebeianderenortsklassifiziertenKrankheiten,FibrosederMilzbeiSchistosomiasis[Bilharziose](B65.-+)";"D77"
1900;"HereditäreHypogammaglobulinämie,Autosomal-rezessiveAgammaglobulinämie(SchweizerTyp),X-chromosomal-gebundeneAgammaglobulinämie[Bruton](mitWachstumshormonmangel)";"D800"
1901;"NichtfamiliäreHypogammaglobulinämie,AgammaglobulinämiemitImmunglobulin-positivenB-Lymphozyten,Common-variable-Agammaglobulinämie[CVAgamma],Hypogammaglobulinämieo.n.A.";"D801"
1902;"SelektiverImmunglobulin-A-Mangel[IgA-Mangel]";"D802"
1903;"SelektiverMangelanImmunglobulin-G-Subklassen[IgG-Subklassen]";"D803"
1904;"SelektiverImmunglobulin-M-Mangel[IgM-Mangel]";"D804"
1905;"ImmundefektbeierhöhtemImmunglobulinM[IgM]";"D805"
1906;"AntikörpermangelbeiNormo-oderHypergammaglobulinämie";"D806"
1907;"TransitorischeHypogammaglobulinämieimKindesalter";"D807"
1908;"SonstigeImmundefektemitvorherrschendemAntikörpermangel,Kappa-Leichtketten-Defekt";"D808"
1909;"ImmundefektmitvorherrschendemAntikörpermangel,nichtnäherbezeichnet";"D809"
1911;"SchwererkombinierterImmundefekt[SCID]mitretikulärerDysgenesie";"D810"
1912;"SchwererkombinierterImmundefekt[SCID]mitniedrigerT-undB-Zellen-Zahl";"D811"
1913;"SchwererkombinierterImmundefekt[SCID]mitniedrigerodernormalerB-Zellen-Zahl";"D812"
1914;"Adenosindesaminase[ADA]-Mangel";"D813"
1915;"Nezelof-Syndrom";"D814"
1916;"Purinnukleosid-Phosphorylase[PNP]-Mangel";"D815"
1917;"Haupthistokompatibilitäts-Komplex-Klasse-I-Defekt[MHC-Klasse-I-Defekt],Bare-lymphocyte-Syndrom";"D816"
1918;"Haupthistokompatibilitäts-Komplex-Klasse-II-Defekt[MHC-Klasse-II-Defekt]";"D817"
1919;"SonstigekombinierteImmundefekte,BiotinabhängigerCarboxylase-Mangel";"D818"
1920;"KombinierterImmundefekt,nichtnäherbezeichnet,SchwererkombinierterImmundefekt[SCID]o.n.A.";"D819"
1922;"Wiskott-Aldrich-Syndrom,ImmundefektmitThrombozytopenieundEkzem";"D820"
1923;"Di-George-Syndrom,SyndromdesviertenKiemenbogens,Thymus:Alymphoplasie,AplasieoderHypoplasiemitImmundefekt";"D821"
1924;"ImmundefektmitdisproportioniertemMinderwuchs";"D822"
1925;"ImmundefektmithereditärdefekterReaktionaufEpstein-Barr-Virus,X-chromosomal-gebundenelymphoproliferativeKrankheit";"D823"
1926;"Hyperimmunglobulin-E[IgE]-Syndrom";"D824"
1927;"ImmundefekteinVerbindungmitanderennäherbezeichnetenschwerenDefekten";"D828"
1928;"ImmundefektinVerbindungmitschweremDefekt,nichtnäherbezeichnet";"D829"
1930;"VariablerImmundefektmitüberwiegendenAbweichungenderB-Zellen-Zahlund-Funktion";"D830"
1931;"VariablerImmundefektmitüberwiegendenimmunregulatorischenT-Zell-Störungen";"D831"
1932;"VariablerImmundefektmitAutoantikörperngegenB-oderT-Zellen";"D832"
1933;"SonstigevariableImmundefekte";"D838"
1934;"VariablerImmundefekt,nichtnäherbezeichnet";"D839"
1936;"Lymphozytenfunktion-Antigen-1[LFA-1]-Defekt";"D840"
1937;"DefekteimKomplementsystem,C1-Esterase-Inhibitor[C1-INH]-Mangel";"D841"
1938;"SonstigenäherbezeichneteImmundefekte";"D848"
1939;"Immundefekt,nichtnäherbezeichnet";"D849"
1941;"SarkoidosederLunge";"D860"
1942;"SarkoidosederLymphknoten";"D861"
1943;"SarkoidosederLungemitSarkoidosederLymphknoten";"D862"
1944;"SarkoidosederHaut";"D863"
1945;"SarkoidoseansonstigenundkombiniertenLokalisationen";"D868"
1946;"Sarkoidose,nichtnäherbezeichnet";"D869"
1948;"PolyklonaleHypergammaglobulinämie,BenignePurpurahyper(gamma)globulinaemica[Waldenström],PolyklonaleGammopathieo.n.A.";"D890"
1949;"Kryoglobulinämie,Kryoglobulinämie:essentiell,gemischt,idiopathisch,primär,sekundär,Kryoglobulinämische:Purpura,Vaskulitis";"D891"
1950;"Hypergammaglobulinämie,nichtnäherbezeichnet";"D892"
14465;"Immunrekonstitutionssyndrom";"D893"
1951;"SonstigenäherbezeichneteStörungenmitBeteiligungdesImmunsystems,anderenortsnichtklassifiziert";"D898"
1952;"StörungmitBeteiligungdesImmunsystems,nichtnäherbezeichnet,Immunkrankheito.n.A.";"D899"
1954;"AngeborenesJodmangelsyndrom,neurologischerTyp;EndemischerKretinismus,neurologischerTyp";"E000"
1955;"AngeborenesJodmangelsyndrom,myxödematöserTyp;EndemischerKretinismus:hypothyreot,myxödematöserTyp";"E001"
1956;"AngeborenesJodmangelsyndrom,gemischterTyp;EndemischerKretinismus,gemischterTyp";"E002"
1957;"AngeborenesJodmangelsyndrom,nichtnäherbezeichnet;AngeboreneJodmangel-Hypothyreoseo.n.A.,EndemischerKretinismuso.n.A.";"E009"
1959;"JodmangelbedingtediffuseStruma(endemisch)";"E010"
1960;"JodmangelbedingtemehrknotigeStruma(endemisch);JodmangelbedingteknotigeStruma";"E011"
1961;"JodmangelbedingteStruma(endemisch),nichtnäherbezeichnet;EndemischeStrumao.n.A.";"E012"
1962;"SonstigejodmangelbedingteSchilddrüsenkrankheitenundverwandteZustände;ErworbeneJodmangel-Hypothyreoseo.n.A.";"E018"
1963;"SubklinischeJodmangel-Hypothyreose";"E02"
1965;"AngeboreneHypothyreosemitdiffuserStruma,Strumacongenita(nichttoxisch):parenchymatös,o.n.A.";"E030"
1966;"AngeboreneHypothyreoseohneStruma.Angeboren:AtrophiederSchilddrüse,Hypothyreoseo.n.A.,AplasiederSchilddrüse(mitMyxödem)";"E031"
1967;"HypothyreosedurchArzneimitteloderandereexogeneSubstanzen.SolldieäußereUrsacheangegebenwerden,isteinezusätzlicheSchlüsselnummer(KapitelXX)zubenutzen.";"E032"
1968;"PostinfektiöseHypothyreose";"E033"
1969;"AtrophiederSchilddrüse(erworben)";"E034"
1970;"Myxödemkoma";"E035"
1971;"SonstigenäherbezeichneteHypothyreose";"E038"
1972;"Hypothyreose,nichtnäherbezeichnet,Myxödemo.n.A.";"E039"
1974;"NichttoxischediffuseStruma,Struma,nichttoxisch:diffusa(colloides),simplex";"E040"
1975;"NichttoxischersolitärerSchilddrüsenknoten,NichttoxischeeinknotigeStruma,Schilddrüsenknoten(zystisch)o.n.A.,Strumanodosacolloides(cystica)";"E041"
1976;"NichttoxischemehrknotigeStruma,Mehrknotige(zystische)Strumao.n.A.,ZystischeStrumao.n.A.";"E042"
1977;"SonstigenäherbezeichnetenichttoxischeStruma";"E048"
1978;"NichttoxischeStruma,nichtnäherbezeichnet,Strumanodosa(nichttoxisch)o.n.A.,Strumao.n.A.";"E049"
1980;"HyperthyreosemitdiffuserStruma,Basedow-Krankheit[MorbusBasedow],ToxischediffuseStruma,ToxischeStrumao.n.A.";"E050"
1981;"HyperthyreosemittoxischemsolitäremSchilddrüsenknoten,HyperthyreosemittoxischereinknotigerStruma";"E051"
1982;"HyperthyreosemittoxischermehrknotigerStruma,ToxischeStrumanodosao.n.A.";"E052"
1983;"HyperthyreosedurchektopischesSchilddrüsengewebe";"E053"
1984;"Hyperthyreosisfactitia";"E054"
1985;"ThyreotoxischeKrise";"E055"
1986;"SonstigeHyperthyreose,ÜberproduktionvonThyreotropin.SolldieäußereUrsacheangegebenwerden,isteinezusätzlicheSchlüsselnummer(KapitelXX)zubenutzen.";"E058"
1987;"Hyperthyreose,nichtnäherbezeichnet,Hyperthyreoseo.n.A.,ThyreotoxischeHerzkrankheit+(I43.8*)";"E059"
1989;"AkuteThyreoiditis,AbszeßderSchilddrüse,Thyreoiditis:eitrig,pyogen.SollderInfektionserregerangegebenwerden,isteinezusätzlicheSchlüsselnummer(B95!-B97!)zubenutzen.";"E060"
1990;"SubakuteThyreoiditis.Thyreoiditis:de-Quervain-,granulomatös,nichteitrig,Riesenzell-";"E061"
1991;"ChronischeThyreoiditismittransitorischerHyperthyreose";"E062"
1992;"Autoimmunthyreoiditis,Hashimoto-Thyreoiditis,Hashitoxikose(transitorisch),LymphozytäreThyreoiditis,Strumalymphomatosa[Hashimoto]";"E063"
1993;"ArzneimittelinduzierteThyreoiditis.";"E064"
1994;"SonstigechronischeThyreoiditis.Thyreoiditis:chronisch:fibrös,o.n.A.,eisenhart,Riedel-Struma";"E065"
1995;"Thyreoiditis,nichtnäherbezeichnet";"E069"
1997;"HypersekretionvonKalzitonin,C-ZellenhyperplasiederSchilddrüse,HypersekretionvonThyreokalzitonin";"E070"
1998;"DyshormogeneStruma,FamiliäredyshormogeneStruma,Pendred-Syndrom";"E071"
1999;"SonstigenäherbezeichneteKrankheitenderSchilddrüse,AbnormitätdesThyreoglobulin,Euthyroid-Sick-Syndrom;Schilddrüse:Blutung,Infarzierung,";"E078"
2000;"KrankheitderSchilddrüse,nichtnäherbezeichnet";"E079"
2002;"PrimärinsulinabhängigerDiabetesmellitus[Typ-I-Diabetes]\MitKoma,DiabetischesKoma:hyperosmolar,hypoglykämisch,mitoderohneKetoazidose,HyperglykämischesKomao.n.A.";"E100"
2003;"PrimärinsulinabhängigerDiabetesmellitus[Typ-I-Diabetes]\MitKetoazidose.Diabetisch:Azidose,Ketoazidose,ohneAngabeeinesKomas";"E101"
2004;"PrimärinsulinabhängigerDiabetesmellitus[Typ-I-Diabetes]\MitNierenkomplikationen";"E102"
2005;"PrimärinsulinabhängigerDiabetesmellitus[Typ-I-Diabetes]\MitAugenkomplikationen";"E103"
2006;"PrimärinsulinabhängigerDiabetesmellitus[Typ-I-Diabetes]\MitneurologischenKomplikationen";"E104"
2007;"PrimärinsulinabhängigerDiabetesmellitus[Typ-I-Diabetes]\MitperipherenvaskulärenKomplikationen,Diabetisch:Gangrän,periphereAngiopathie+(I79.2*),Ulkus";"E105"
2008;"PrimärinsulinabhängigerDiabetesmellitus[Typ-I-Diabetes]\MitsonstigennäherbezeichnetenKomplikationen,DiabetischeArthropathie+(M14.2*)";"E106"
2009;"PrimärinsulinabhängigerDiabetesmellitus[Typ-I-Diabetes]\MitmultiplenKomplikationen";"E107"
2010;"PrimärinsulinabhängigerDiabetesmellitus[Typ-I-Diabetes]\MitnichtnäherbezeichnetenKomplikationen";"E108"
2011;"PrimärinsulinabhängigerDiabetesmellitus[Typ-I-Diabetes]\OhneKomplikationen";"E109"
2013;"NichtprimärinsulinabhängigerDiabetesmellitus[Typ-II-Diabetes]\MitKoma.DiabetischesKoma:hyperosmolar,hypoglykämisch,mitoderohneKetoazidose,HyperglykämischesKomao.n.A.";"E110"
2014;"NichtprimärinsulinabhängigerDiabetesmellitus[Typ-II-Diabetes]\MitKetoazidose,Diabetisch:Azidose,Ketoazidose,ohneAngabeeinesKomas";"E111"
2015;"NichtprimärinsulinabhängigerDiabetesmellitus[Typ-II-Diabetes]\MitNierenkomplikationen";"E112"
2016;"NichtprimärinsulinabhängigerDiabetesmellitus[Typ-II-Diabetes]\MitAugenkomplikationen";"E113"
2017;"NichtprimärinsulinabhängigerDiabetesmellitus[Typ-II-Diabetes]\MitneurologischenKomplikationen";"E114"
2018;"NichtprimärinsulinabhängigerDiabetesmellitus[Typ-II-Diabetes]\MitperipherenvaskulärenKomplikationen,Diabetisch:Gangrän,periphereAngiopathie+(I79.2*),Ulkus";"E115"
2019;"NichtprimärinsulinabhängigerDiabetesmellitus[Typ-II-Diabetes]\MitsonstigennäherbezeichnetenKomplikationen,DiabetischeArthropathie+(M14.2*)";"E116"
2020;"NichtprimärinsulinabhängigerDiabetesmellitus[Typ-II-Diabetes]\MitmultiplenKomplikationen";"E117"
2021;"NichtprimärinsulinabhängigerDiabetesmellitus[Typ-II-Diabetes]\MitnichtnäherbezeichnetenKomplikationen";"E118"
2022;"NichtprimärinsulinabhängigerDiabetesmellitus[Typ-II-Diabetes]\OhneKomplikationen";"E119"
2024;"DiabetesmellitusinVerbindungmitFehl-oderMangelernährung[Malnutrition]\MitKoma.DiabetischesKoma:hyperosmolar,hypoglykämisch,mitoderohneKetoazidose,HyperglykämischesKomao.n.A.";"E120"
2025;"DiabetesmellitusinVerbindungmitFehl-oderMangelernährung[Malnutrition]\MitKetoazidose.Diabetisch:Azidose,Ketoazidose,ohneAngabeeinesKomas";"E121"
2026;"DiabetesmellitusinVerbindungmitFehl-oderMangelernährung[Malnutrition]\MitNierenkomplikationen";"E122"
2027;"DiabetesmellitusinVerbindungmitFehl-oderMangelernährung[Malnutrition]\MitAugenkomplikationen";"E123"
2028;"DiabetesmellitusinVerbindungmitFehl-oderMangelernährung[Malnutrition]\MitneurologischenKomplikationen";"E124"
2029;"DiabetesmellitusinVerbindungmitFehl-oderMangelernährung[Malnutrition]\MitperipherenvaskulärenKomplikationen.Diabetisch:Gangrän,periphereAngiopathie+(I79.2*),Ulkus";"E125"
2030;"DiabetesmellitusinVerbindungmitFehl-oderMangelernährung[Malnutrition]\MitsonstigennäherbezeichnetenKomplikationen.DiabetischeArthropathie+(M14.2*)";"E126"
2031;"DiabetesmellitusinVerbindungmitFehl-oderMangelernährung[Malnutrition]\MitmultiplenKomplikationen";"E127"
2032;"DiabetesmellitusinVerbindungmitFehl-oderMangelernährung[Malnutrition]\MitnichtnäherbezeichnetenKomplikationen";"E128"
2033;"DiabetesmellitusinVerbindungmitFehl-oderMangelernährung[Malnutrition]\OhneKomplikationen";"E129"
2035;"SonstigernäherbezeichneterDiabetesmellitus\MitKoma.DiabetischesKoma:hyperosmolar,hypoglykämisch,mitoderohneKetoazidose,HyperglykämischesKomao.n.A.";"E130"
2036;"SonstigernäherbezeichneterDiabetesmellitus\MitKetoazidose.Diabetisch:Azidose,Ketoazidose,ohneAngabeeinesKomas";"E131"
2037;"SonstigernäherbezeichneterDiabetesmellitus\MitNierenkomplikationen";"E132"
2038;"SonstigernäherbezeichneterDiabetesmellitus\MitAugenkomplikationen";"E133"
2039;"SonstigernäherbezeichneterDiabetesmellitus\MitneurologischenKomplikationen";"E134"
2040;"SonstigernäherbezeichneterDiabetesmellitus\MitperipherenvaskulärenKomplikationen,Diabetisch:Gangrän,periphereAngiopathie+(I79.2*),Ulkus";"E135"
2041;"SonstigernäherbezeichneterDiabetesmellitus\MitsonstigennäherbezeichnetenKomplikationen.DiabetischeArthropathie+(M14.2*)";"E136"
2042;"SonstigernäherbezeichneterDiabetesmellitus\MitmultiplenKomplikationen";"E137"
2043;"SonstigernäherbezeichneterDiabetesmellitus\MitnichtnäherbezeichnetenKomplikationen";"E138"
2044;"SonstigernäherbezeichneterDiabetesmellitus\OhneKomplikationen";"E139"
2046;"NichtnäherbezeichneterDiabetesmellitus\MitKoma.DiabetischesKoma:hyperosmolar,hypoglykämisch,mitoderohneKetoazidose,HyperglykämischesKomao.n.A.";"E140"
2047;"NichtnäherbezeichneterDiabetesmellitus\MitKetoazidose.Diabetisch:Azidose,Ketoazidose,ohneAngabeeinesKomas";"E141"
2048;"NichtnäherbezeichneterDiabetesmellitus\MitNierenkomplikationen";"E142"
2049;"NichtnäherbezeichneterDiabetesmellitus\MitAugenkomplikationen";"E143"
2050;"NichtnäherbezeichneterDiabetesmellitus\MitneurologischenKomplikationen";"E144"
2051;"NichtnäherbezeichneterDiabetesmellitus\MitperipherenvaskulärenKomplikationen.Diabetisch:Gangrän,periphereAngiopathie+(I79.2*),Ulkus";"E145"
2052;"NichtnäherbezeichneterDiabetesmellitus\MitsonstigennäherbezeichnetenKomplikationen.DiabetischeArthropathie+(M14.2*)";"E146"
2053;"NichtnäherbezeichneterDiabetesmellitus\MitmultiplenKomplikationen";"E147"
2054;"NichtnäherbezeichneterDiabetesmellitus\MitnichtnäherbezeichnetenKomplikationen";"E148"
2055;"NichtnäherbezeichneterDiabetesmellitus\OhneKomplikationen";"E149"
2056;"HypoglykämischesKoma,nichtdiabetisch.ArzneimittelinduziertesInsulinkomabeimNichtdiabetiker,HyperinsulinismusmithypoglykämischemKoma,HypoglykämischesKomao.n.A.";"E15"
2058;"ArzneimittelinduzierteHypoglykämieohneKoma.";"E160"
2059;"SonstigeHypoglykämie,EnzephalopathiedurchhypoglykämischesKoma";"E161"
2060;"Hypoglykämie,nichtnäherbezeichnet";"E162"
2061;"ErhöhteGlukagonsekretion,HyperplasiedesendokrinenDrüsenanteilsdesPankreasmitGlukagonüberproduktion";"E163"
2062;"AbnormeGastrinsekretion,Hypergastrinämie,Zollinger-Ellison-Syndrom";"E164"
2063;"SonstigenäherbezeichneteStörungenderinnerenSekretiondesPankreas";"E168"
2064;"StörungderinnerenSekretiondesPankreas,nichtnäherbezeichnet.HyperplasiedesendokrinenDrüsenanteilsdesPankreaso.n.A.,Inselzellhyperplasieo.n.A.";"E169"
2066;"IdiopathischerHypoparathyreoidismus";"E200"
2067;"Pseudohypoparathyreoidismus";"E201"
2068;"SonstigerHypoparathyreoidismus";"E208"
2069;"Hypoparathyreoidismus,nichtnäherbezeichnet.ParathyreogeneTetanie";"E209"
2071;"PrimärerHyperparathyreoidismus,HyperplasiederNebenschilddrüse,Osteodystrophiafibrosacysticageneralisata[von-Recklinghausen-KrankheitdesKnochens]";"E210"
2072;"SekundärerHyperparathyreoidismus,anderenortsnichtklassifiziert";"E211"
2073;"SonstigerHyperparathyreoidismus";"E212"
2074;"Hyperparathyreoidismus,nichtnäherbezeichnet";"E213"
2075;"SonstigenäherbezeichneteKrankheitenderNebenschilddrüse";"E214"
2076;"KrankheitderNebenschilddrüse,nichtnäherbezeichnet";"E215"
