"diagnose_id";"descr";"icd_code"
14648;"Pfannenlockerung";"1010"
14649;"OsteolyseAcetabulum";"1011"
14650;"GroßerKnochendefektAcetabulum";"1012"
14651;"ChondropathiebeiKopfprothese";"1013"
14652;"FehlpositionierungPfanne";"1014"
14653;"Pfannenprotrusion";"1015"
14654;"Implantatabbruch-Pfanne";"1016"
14686;"Inlaybruch-Pfanne";"1017"
14696;"PeriprothetischeFraktur-Pfanne(Acetabulumfraktur)";"1018"
14655;"Schaftlockerung";"1020"
14656;"PeriprothetischeFraktur";"1021"
14657;"OsteolyseFemur";"1022"
14658;"GroßerKnochendefektFemur(DistalerTrochanterminor)";"1023"
14659;"Implantatbruch-Schaft";"1024"
14660;"Fehlpositionierung-Schaft";"1025"
14697;"Implantatbruch-Femurkopf";"1026"
14698;"Chondropathie-Femur(nachHalbschlitten)";"1028"
14661;"Materialabrieb";"1030"
14662;"Luxation";"1031"
14663;"ChronischerInfekt(nach3Monaten)";"1032"
14664;"Frühinfekt(bis3Monate)";"1033"
14665;"Synovitis";"1034"
14666;"PeriarticuläreOssifikation";"1035"
14667;"Kopfbruch";"1036"
14668;"Systemlockerung(SchaftundPfanne)";"1037"
14669;"Tumor";"1038"
14687;"Acetabulumfraktur(periprothetischeFrakturderPfanne)";"1040"
14699;"KontrakturoderArthrofibrose";"1042"
14700;"SchmerzenunklarerGenese";"1044"
14670;"AnderernäherbezeichneterGrund(KommentarM08)";"1048"
14701;"Bruch-Inlay";"1056"
14702;"Luxation-Inlay";"1057"
14703;"Osteolyse/Knochendefekt-Patella";"1062"
14704;"Chondropathie(nachHalbschlitten)";"1063"
14705;"Fehlpositionierung-Patella";"1064"
14706;"Implantatbruch-Patella";"1066"
14707;"Luxation-Patella";"1067"
14708;"Lockerung-Tibia";"1070"
14709;"PeriprothetischeFraktur-Tibia";"1071"
14710;"Osteolyse/Knochendefekt-Tibia";"1072"
14711;"Chondropathie(nachHalbschlitten)-Tibia";"1073"
14712;"Fehlpositionierung-Tibia";"1074"
14713;"Implantatbruch-Tibia";"1076"
14757;"MRSvorInsult–keineSymptome";"2010"
14758;"MRSvorInsult–keinerelevanteBeeinträchtigung.KanntrotzgewisserSymptomeAlltagsaktivitätenverrichten.";"2011"
14759;"MRSvorInsult–leichteBeeinträchtigung.KannsichohneHilfeversorgen,istaberimAlltageingeschränkt.";"2012"
14760;"MRSvorInsult–mittelschwereBeeinträchtigung.BenötigtHilfeimAlltag,kannaberohneHilfegehen.";"2013"
14761;"MRSvorInsult–höhergradigeBeeinträchtigung.BenötigtHilfebeiderKörperpflege,kannnichtohneHilfegehen.";"2014"
14762;"MRSvorInsult–schwereBehinderung.Bettlägerig,inkontinent,benötigtständigepflegerischeHilfe.";"2015"
14763;"MRSvorInsult–nichterhebbar";"2019"
14764;"MRSbeiAufnahme–keineSymptome";"2020"
14765;"MRSbeiAufnahme–keinerelevanteBeeinträchtigung.KanntrotzgewisserSymptomeAlltagsaktivitätenverrichten.";"2021"
14766;"MRSbeiAufnahme–leichteBeeinträchtigung.KannsichohneHilfeversorgen,istaberimAlltageingeschränkt.";"2022"
14767;"MRSbeiAufnahme–mittelschwereBeeinträchtigung.BenötigtHilfeimAlltag,kannaberohneHilfegehen.";"2023"
14768;"MRSbeiAufnahme–höhergradigeBeeinträchtigung.BenötigtHilfebeiderKörperpflege,kannnichtohneHilfegehen.";"2024"
14769;"MRSbeiAufnahme–schwereBehinderung.Bettlägerig,inkontinent,benötigtständigepflegerischeHilfe.";"2025"
14770;"MRSbeiEntlassung–keineSymptome";"2030"
14771;"MRSbeiEntlassung–keinerelevanteBeeinträchtigung.KanntrotzgewisserSymptomeAlltagsaktivitätenverrichten.";"2031"
14772;"MRSbeiEntlassung–leichteBeeinträchtigung.KannsichohneHilfeversorgen,istaberimAlltageingeschränkt.";"2032"
14773;"MRSbeiEntlassung–mittelschwereBeeinträchtigung.BenötigtHilfeimAlltag,kannaberohneHilfegehen.";"2033"
14774;"MRSbeiEntlassung–höhergradigeBeeinträchtigung.BenötigtHilfebeiderKörperpflege,kannnichtohneHilfegehen.";"2034"
14775;"MRSbeiEntlassung–schwereBehinderung.Bettlägerig,inkontinent,benötigtständigepflegerischeHilfe.";"2035"
14776;"MRSbeiEntlassung–TodinfolgedesApoplex";"2036"
14777;"VorbehandelterInsult–keineRankin-Skala";"2040"
13758;"Arbeitsunfall,nichtnäherbezeichnet";"9019"
13760;"Schülerunfall,nichtnäherbezeichnet";"9029"
13762;"Verkehrsunfall,nichtnäherbezeichnet";"9119"
13764;"VerkehrsunfallalsArbeitsunfall,nichtnäherbezeichnet";"9129"
13766;"Sportunfall,nichtnäherbezeichnet";"9219"
13768;"UnfallbeiHausarbeit,nichtnäherbezeichnet";"9229"
13770;"UnfallbeiHeimwerkenundGartenarbeit,nichtnäherbezeichnet";"9239"
13772;"SonstigerUnfallimprivatenBereich,nichtnäherbezeichnet";"9299"
13774;"Suizid-VersuchoderabsichtlicheSelbstverletzung,nichtnäherbezeichnet";"9319"
13776;"AbsichtlicheVerletzungdurchanderePersonen,auchTötungsversuch,nichtnäherbezeichnet";"9419"
13778;"SonstigeUrsachenexogenerNoxen,nichtnäherbezeichnet";"9999"
6;"Typhusabdominalis-InfektiondurchSalmonellatyphi,TyphoidesFieber";"A010"
7;"ParatyphusA";"A011"
8;"ParatyphusB";"A012"
10;"Paratyphus,nichtnäherbezeichnet,InfektiondurchSalmonellaparatyphio.n.A.";"A014"
12;"Salmonellenenteritis,EnteritisinfectiosadurchSalmonellen";"A020"
13;"Salmonellensepsis";"A021"
14;"LokalisierteSalmonelleninfektionen";"A022"
15;"SonstigenäherbezeichneteSalmonelleninfektionen";"A028"
16;"Salmonelleninfektion,nichtnäherbezeichnet";"A029"
18;"ShigellosedurchShigelladysenteriae,ShigellosedurchShigellenderGruppeA[Shiga-Kruse-Ruhr]";"A030"
19;"ShigellosedurchShigellaflexneri,ShigellosedurchShigellenderGruppeB";"A031"
20;"ShigellosedurchShigellaboydii,ShigellosedurchShigellenderGruppeC";"A032"
21;"ShigellosedurchShigellasonnei,ShigellosedurchShigellenderGruppeD";"A033"
22;"SonstigeShigellosen";"A038"
23;"Shigellose,nichtnäherbezeichnet/BakterielleRuhr[BakterielleDysenterie]o.n.A.";"A039"
25;"DarminfektiondurchenteropathogeneEscherichiacoli";"A040"
26;"DarminfektiondurchenterotoxinbildendeEscherichiacoli";"A041"
27;"DarminfektiondurchenteroinvasiveEscherichiacoli";"A042"
28;"DarminfektiondurchenterohämorrhagischeEscherichiacoli";"A043"
29;"SonstigeDarminfektionendurchEscherichiacoli,EnteritisdurchEscherichiacolio.n.A.";"A044"
30;"EnteritisdurchCampylobacter";"A045"
31;"EnteritisdurchYersiniaenterocolitica";"A046"
32;"EnterokolitisdurchClostridiumdifficile";"A047"
33;"SonstigenäherbezeichnetebakterielleDarminfektionen";"A048"
34;"BakterielleDarminfektion,nichtnäherbezeichnet,BakterielleEnteritiso.n.A.";"A049"
36;"LebensmittelvergiftungdurchStaphylokokken";"A050"
37;"Botulismus,KlassischeLebensmittelvergiftungdurchClostridiumbotulinum";"A051"
38;"LebensmittelvergiftungdurchClostridiumperfringens[Clostridiumwelchii],Enteritisnecroticans";"A052"
39;"LebensmittelvergiftungdurchVibrioparahaemolyticus";"A053"
40;"LebensmittelvergiftungdurchBacilluscereus";"A054"
41;"SonstigenäherbezeichnetebakteriellbedingteLebensmittelvergiftungen";"A058"
42;"BakteriellbedingteLebensmittelvergiftung,nichtnäherbezeichnet";"A059"
44;"AkuteAmöbenruhr,AkuteAmöbiasis,Amöbenkolitiso.n.A.";"A060"
45;"ChronischeintestinaleAmöbiasis";"A061"
46;"NichtdysenterischeKolitisdurchAmöben";"A062"
48;"LeberabszeßdurchAmöben,Amöbenhepatitis";"A064"
49;"LungenabszeßdurchAmöben(J99.8*),AbszeßderLunge(undderLeber)durchAmöben";"A065"
50;"HirnabszeßdurchAmöben(G07*),AbszeßdesGehirns(undderLeber)(undderLunge)durchAmöben";"A066"
51;"AmöbiasisderHaut";"A067"
52;"AmöbeninfektionansonstigenLokalisationen";"A068"
53;"Amöbiasis,nichtnäherbezeichnet";"A069"
56;"Giardiasis[Lambliasis]";"A071"
57;"Kryptosporidiose";"A072"
59;"SonstigenäherbezeichneteDarmkrankheitendurchProtozoen,IntestinaleTrichomoniasis/Sarkosporidiose/Sarkozystose";"A078"
60;"DarmkrankheitdurchProtozoen,nichtnäherbezeichnet";"A079"
62;"EnteritisdurchRotaviren";"A080"
63;"AkuteGastroenteritisdurchNorwalk-Agens[Norwalk-Virus]";"A081"
64;"EnteritisdurchAdenoviren";"A082"
65;"SonstigeEnteritisdurchViren";"A083"
66;"VirusbedingteDarminfektion,nichtnäherbezeichnet";"A084"
67;"SonstigenäherbezeichneteDarminfektionen";"A085"
14424;"SonstigeundnichtnäherbezeichneteGastroenteritisundKolitisinfektiösenUrsprungs";"A090"
14425;"SonstigeundnichtnäherbezeichneteGastroenteritisundKolitisnichtnäherbezeichnetenUrsprungs";"A099"
70;"Lungentuberkulose,durchmikroskopischeUntersuchungdesSputumsgesichert,mitoderohneNachweisdurchKultur";"A150"
71;"Lungentuberkulose,nurdurchKulturgesichert";"A151"
72;"Lungentuberkulose,histologischgesichert";"A152"
73;"Lungentuberkulose,durchnichtnäherbezeichneteUntersuchungsverfahrengesichert";"A153"
74;"TuberkulosederintrathorakalenLymphknoten,(hilär,mediastinal,tracheobronchial)bakteriologischoderhistologischgesichert";"A154"
75;"TuberkulosedesLarynx,derTracheaundderBronchien,Glottis,bakteriologischoderhistologischgesichert";"A155"
76;"TuberkulösePleuritis,bakteriologischoderhistologischgesichert";"A156"
77;"PrimäreTuberkulosederAtmungsorgane,bakteriologischoderhistologischgesichert";"A157"
78;"SonstigeTuberkulosederAtmungsorgane,bakteriologischoderhistologischgesichert";"A158"
79;"NichtnäherbezeichneteTuberkulosederAtmungsorgane,bakteriologischoderhistologischgesichert";"A159"
81;"Lungentuberkulose,bakteriologischundhistologischnichtgesichert";"A160"
82;"Lungentuberkulose,bakteriologischeundhistologischeUntersuchungnichtdurchgeführt";"A161"
83;"LungentuberkuloseohneAngabeeinerbakteriologischenoderhistologischenSicherung";"A162"
84;"TuberkulosederintrathorakalenLymphknotenohneAngabeeinerbakteriologischenoderhistologischenSicherung:hilär,intrathorakal,mediastinal,tracheobronchial,o.n.A.";"A163"
85;"TuberkulosedesLarynx,derTracheaundderBronchienohneAngabeeinerbakteriologischenoderhistologischenSicherung:Bronchien,Glottis,Larynx,Trachea,o.n.A.";"A164"
86;"TuberkulösePleuritisohneAngabeeinerbakteriologischenoderhistologischenSicherung";"A165"
87;"PrimäreTuberkulosederAtmungsorganeohneAngabeeinerbakteriologischenoderhistologischenSicherung:TuberkulosederAtmungsorganeo.n.A.,tuberkulöserKomplex";"A167"
88;"SonstigeTuberkulosederAtmungsorganeohneAngabeeinerbakteriologischenoderhistologischenSicherung:Mediastinum,Nase,Nasennebenhöhle[jede],Nasopharynx,o.n.A.";"A168"
89;"NichtnäherbezeichneteTuberkulosederAtmungsorganeohneAngabeeinerbakteriologischenoderhistologischenSicherung:Tuberkuloseo.n.A.,TuberkulosederAtmungsorganeo.n.A.";"A169"
91;"TuberkulöseMeningitis(G01*),TuberkulöseLeptomeningitis,TuberkulosederMeningen(zerebral)(spinal)";"A170"
92;"MeningealesTuberkulom(G07*),TuberkulomderMeningen";"A171"
93;"SonstigeTuberkulosedesNervensystems";"A178"
94;"TuberkulosedesNervensystems,nichtnäherbezeichnet(G99.8*)";"A179"
96;"TuberkulosederKnochenundGelenke";"A180"
97;"TuberkulosedesUrogenitalsystems";"A181"
98;"TuberkuloseperiphererLymphknoten,TuberkulöseLymphadenitis";"A182"
99;"TuberkulosedesDarmes,desPeritoneumsundderMesenteriallymphknoten";"A183"
100;"TuberkulosederHautunddesUnterhautgewebes";"A184"
101;"TuberkulosedesAuges";"A185"
102;"TuberkulosedesOhres";"A186"
103;"TuberkulosederNebennieren(E35.1*),Addison-Krankheit,tuberkulös";"A187"
104;"TuberkulosesonstigernäherbezeichneterOrgane";"A188"
106;"AkuteMiliartuberkuloseeinereinzelnennäherbezeichnetenLokalisation";"A190"
107;"AkuteMiliartuberkulosemehrererLokalisationen";"A191"
108;"AkuteMiliartuberkulose,nichtnäherbezeichnet";"A192"
109;"SonstigeMiliartuberkulose";"A198"
110;"Miliartuberkulose,nichtnäherbezeichnet";"A199"
120;"UlzeroglanduläreTularämie";"A210"
121;"OkuloglanduläreTularämie";"A211"
122;"PulmonaleTularämie";"A212"
123;"GastrointestinaleTularämie,AbdominaleTularämie";"A213"
124;"GeneralisierteTularämie";"A217"
125;"SonstigeFormenderTularämie";"A218"
126;"Tularämie,nichtnäherbezeichnet";"A219"
128;"Hautmilzbrand,Milzbrandkarbunkel,Pustulamaligna";"A220"
131;"Milzbrandsepsis";"A227"
133;"Milzbrand,nichtnäherbezeichnet";"A229"
135;"BrucellosedurchBrucellamelitensis,Maltafieber";"A230"
136;"BrucellosedurchBrucellaabortus,Bang-Krankheit,MorbusBang";"A231"
139;"SonstigeBrucellose";"A238"
140;"Brucellose,nichtnäherbezeichnet";"A239"
142;"Rotz,InfektiondurchPseudomonasmallei,Malleus";"A240"
146;"Melioidose,nichtnäherbezeichnet,InfektiondurchPseudomonaspseudomalleio.n.A.,Whitmore-Krankheit";"A244"
149;"Streptobazillen-Rattenbißkrankheit,Erythemaarthriticumepidemicum,Haverhill-Fieber,RattenbißfieberdurchStreptobazillen";"A251"
152;"Haut-Erysipeloid";"A260"
153;"Erysipelothrix-Sepsis";"A267"
154;"SonstigeFormendesErysipeloids";"A268"
155;"Erysipeloid,nichtnäherbezeichnet";"A269"
157;"Leptospirosisicterohaemorrhagica[Weil-Krankheit],LeptospirosedurchLeptospirainterrogansserovaricterohaemorrhagiae";"A270"
158;"SonstigeFormenderLeptospirose";"A278"
159;"Leptospirose,nichtnäherbezeichnet";"A279"
161;"Pasteurellose";"A280"
162;"Katzenkratzkrankheit,Katzenkratzfieber";"A281"
163;"ExtraintestinaleYersiniose";"A282"
164;"SonstigenäherbezeichnetebakterielleZoonosen,anderenortsnichtklassifiziert";"A288"
165;"BakterielleZoonose,nichtnäherbezeichnet";"A289"
176;"InfektionderLungedurchsonstigeMykobakterien:Mycobacteriumavium,intracellulare[Battey],kansasii";"A310"
177;"InfektionderHautdurchsonstigeMykobakterien:Mycobacteriummarinum[Schwimmbadgranulom],ulcerans[Buruli-Ulkus],";"A311"
178;"SonstigeInfektionendurchMykobakterien";"A318"
179;"InfektiondurchMykobakterien,nichtnäherbezeichnet,AtypischemykobakterielleInfektiono.n.A.,Mykobakterioseo.n.A.";"A319"
181;"KutaneListeriose";"A320"
182;"MeningitisundMeningoenzephalitisdurchListerien";"A321"
183;"Listeriensepsis";"A327"
184;"SonstigeFormenderListeriose,OkuloglanduläreListeriose";"A328"
185;"Listeriose,nichtnäherbezeichnet";"A329"
186;"Tetanusneonatorum";"A33"
188;"SonstigerTetanus,Tetanuso.n.A.";"A35"
190;"Rachendiphtherie,Anginapseudomembranaceadiphtherica,Tonsillendiphtherie";"A360"
192;"Kehlkopfdiphtherie,DiphtherischeLaryngotracheitis";"A362"
193;"Hautdiphtherie";"A363"
194;"SonstigeDiphtherie";"A368"
195;"Diphtherie,nichtnäherbezeichnet";"A369"
197;"KeuchhustendurchBordetellapertussis";"A370"
198;"KeuchhustendurchBordetellaparapertussis";"A371"
199;"KeuchhustendurchsonstigeBordetella-Spezies";"A378"
200;"Keuchhusten,nichtnäherbezeichnet";"A379"
201;"Scharlach,Scarlatina";"A38"
203;"Meningokokkenmeningitis(G01*)";"A390"
204;"Waterhouse-Friderichsen-Syndrom(E35.1*),HämorrhagischeEntzündungderNebennieredurchMeningokokken,MeningokokkensepsismitNebennierenblutung";"A391"
205;"AkuteMeningokokkensepsis";"A392"
206;"ChronischeMeningokokkensepsis";"A393"
207;"Meningokokkensepsis,nichtnäherbezeichnet,Meningokokken-Bakteriämieo.n.A.";"A394"
208;"HerzkrankheitdurchMeningokokken";"A395"
209;"SonstigeMeningokokkeninfektionen";"A398"
210;"Meningokokkeninfektion,nichtnäherbezeichnet,KrankheitdurchMeningokokkeno.n.A.";"A399"
212;"SepsisdurchStreptokokken,GruppeA";"A400"
213;"SepsisdurchStreptokokken,GruppeB";"A401"
214;"SepsisdurchStreptokokken,GruppeD";"A402"
215;"SepsisdurchStreptococcuspneumoniae,SepsisdurchPneumokokken";"A403"
216;"SonstigeSepsisdurchStreptokokken";"A408"
217;"SepsisdurchStreptokokken,nichtnäherbezeichnet";"A409"
219;"SepsisdurchStaphylococcusaureus";"A410"
220;"SepsisdurchsonstigenäherbezeichneteStaphylokokken,SepsisdurchkoagulasenegativeStaphylokokken";"A411"
221;"SepsisdurchnichtnäherbezeichneteStaphylokokken";"A412"
222;"SepsisdurchHaemophilusinfluenzae";"A413"
223;"SepsisdurchAnaerobier";"A414"
224;"SepsisdurchsonstigegramnegativeErreger,SepsisdurchgramnegativeErregero.n.A.";"A415"
225;"SonstigenäherbezeichneteSepsis";"A418"
226;"Sepsis,nichtnäherbezeichnet,SeptischerSchock";"A419"
228;"AktinomykosederLunge";"A420"
229;"AbdominaleAktinomykose";"A421"
230;"ZervikofazialeAktinomykose";"A422"
232;"SonstigeFormenderAktinomykose";"A428"
233;"Aktinomykose,nichtnäherbezeichnet";"A429"
235;"PulmonaleNokardiose";"A430"
236;"NokardiosederHaut";"A431"
237;"SonstigeFormenderNokardiose";"A438"
238;"Nokardiose,nichtnäherbezeichnet";"A439"
240;"SystemischeBartonellose,Oroya-Fieber";"A440"
241;"KutaneundmukokutaneBartonellose,Verrugaperuana[Verrugaperuviana]";"A441"
242;"SonstigeFormenderBartonellose";"A448"
243;"Bartonellose,nichtnäherbezeichnet";"A449"
244;"Erysipel[Wundrose]";"A46"
246;"Gasbrand[Gasödem]";"A480"
247;"LegionellosemitPneumonie,Legionärskrankheit";"A481"
248;"LegionelloseohnePneumonie[Pontiac-Fieber]";"A482"
249;"SyndromdestoxischenSchocks";"A483"
251;"SonstigenäherbezeichnetebakterielleKrankheiten";"A488"
253;"Staphylokokkeninfektion,nichtnäherbezeichnet";"A490"
254;"Streptokokkeninfektion,nichtnäherbezeichnet";"A491"
255;"InfektiondurchHaemophilusinfluenzae,nichtnäherbezeichnet";"A492"
256;"Mykoplasmeninfektion,nichtnäherbezeichnet";"A493"
257;"SonstigebakterielleInfektionennichtnäherbezeichneterLokalisation";"A498"
258;"BakterielleInfektion,nichtnäherbezeichnet,Bakteriämieo.n.A.";"A499"
260;"FloridekonnataleFrühsyphilis(JederkonnatalesyphilitischeZustand,alsfrühodermanifestbezeichnet,biszuzweiJahrennachderGeburt)";"A500"
261;"LatentekonnataleFrühsyphilis,KonnataleSyphilisohneklinischeManifestationen,mitpositiverSerumreaktionundnegativemLiquorbefund,biszuzweiJahrennachderGeburt.";"A501"
262;"KonnataleFrühsyphilis,nichtnäherbezeichnet,KonnataleSyphiliso.n.A.,bisunterzweiJahrenachderGeburt.";"A502"
263;"KonnatalespätsyphilitischeAugenkrankheit";"A503"
264;"KonnatalespätauftretendeNeurosyphilis[JuvenileNeurosyphilis],Dementiaparalyticajuvenilis,Juvenile:progressiveParalyse,Tabesdorsalis,taboparalytischeNeurosyphilis";"A504"
265;"SonstigeFormenderfloridenkonnatalenSpätsyphilis(JederkonnatalesyphilitischeZustand,alsspätodermanifestbezeichnet,zweiJahreoderspäternachderGeburt)";"A505"
266;"LatentekonnataleSpätsyphilis(KonnataleSyphilisohneklinischeManifestationen,mitpositiverSerumreaktionundnegativemLiquorbefund,zweiJahreoderspäternachderGeburt)";"A506"
267;"KonnataleSpätsyphilis,nichtnäherbezeichnet,KonnataleSyphiliso.n.A.,zweiJahreoderspäternachderGeburt,Syphilisconnatatardao.n.A.";"A507"
268;"Syphilisconnata,nichtnäherbezeichnet";"A509"
270;"PrimärersyphilitischerGenitalaffekt,SyphilitischerSchankero.n.A.";"A510"
271;"AnalerPrimäraffektbeiSyphilis";"A511"
272;"PrimäraffektbeiSyphilis,sonstigeLokalisationen";"A512"
273;"SekundäreSyphilisderHautundderSchleimhäute,Condylomalatum,syphilitischeSchleimhautpapeln[Plaquesmuqueuses]";"A513"
274;"SonstigesekundäreSyphilis,SekundäresyphilitischeLymphadenopathie";"A514"
275;"LatenteFrühsyphilis(Syphilis(erworben)ohneklinischeManifestationen,mitpositiverSerumreaktionundnegativemLiquorbefund,biszuzweiJahrennachInfektion)";"A515"
276;"Frühsyphilis,nichtnäherbezeichnet";"A519"
278;"KardiovaskuläreSyphiliso.n.A.";"A520"
279;"FlorideNeurosyphilis,Tabesdorsalis";"A521"
280;"AsymptomatischeNeurosyphilis";"A522"
281;"Neurosyphilis,nichtnäherbezeichnet,Gumma(syphilitisch),Syphilis(Spät-)SyphilomZentralnervensystem,o.n.A.";"A523"
282;"SonstigeflorideSpätsyphilis,Gumma(syphilitisch)";"A527"
283;"LatenteSpätsyphilis(Syphilis(erworben)ohneklinischeManifestationen,mitpositiverSerumreaktionundnegativemLiquorbefund,zweiJahreoderspäternachInfektion)";"A528"
284;"Spätsyphilis,nichtnäherbezeichnet";"A529"
286;"LatenteSyphilis,nichtalsfrühoderspätbezeichnet,LatenteSyphiliso.n.A.,PositiveSerumreaktionaufSyphilis";"A530"
287;"Syphilis,nichtnäherbezeichnet,InfektiondurchTreponemapallidumo.n.A.,Syphilis(erworben)o.n.A.";"A539"
289;"GonokokkeninfektiondesunterenUrogenitaltraktesohneperiurethralenAbszeßoderAbszeßderGlandulaeurethrales:Urethritis,Vulvovaginitis,Zervizitis,Zystitis,o.n.A.";"A540"
290;"GonokokkeninfektiondesunterenUrogenitaltraktesmitperiurethralemAbszeßoderAbszeßderGlandulaeurethrales,AbszeßderBartholin-DrüsedurchGonokokken";"A541"
291;"PelviperitonitisdurchGonokokkenundGonokokkeninfektionensonstigerUrogenitalorgane";"A542"
293;"GonokokkeninfektiondesMuskel-Skelett-Systems";"A544"
294;"Gonokokkenpharyngitis";"A545"
295;"GonokokkeninfektiondesAnusunddesRektums";"A546"
296;"SonstigeGonokokkeninfektionen,SepsisdurchGonokokken,HautläsionendurchGonokokken";"A548"
297;"Gonokokkeninfektion,nichtnäherbezeichnet";"A549"
298;"Lymphogranulomainguinale(venereum)durchChlamydien,Durand-Nicolas-Favre-Krankheit,Esthiomene,KlimatischerodertropischerBubo";"A55"
300;"ChlamydieninfektiondesunterenUrogenitaltraktes:Urethritis,Vulvovaginitis,Zervizitis,Zystitis,durchChlamydien";"A560"
301;"ChlamydieninfektiondesPelviperitoneumsundsonstigerUrogenitalorgane";"A561"
302;"ChlamydieninfektiondesUrogenitaltraktes,nichtnäherbezeichnet";"A562"
303;"ChlamydieninfektiondesAnusunddesRektums";"A563"
304;"ChlamydieninfektiondesPharynx";"A564"
305;"DurchGeschlechtsverkehrübertrageneChlamydieninfektionansonstigenLokalisationen";"A568"
306;"Ulcusmolle(venereum),WeicherSchanker";"A57"
307;"Granulomavenereum(inguinale)";"A58"
309;"Trichomoniasisurogenitalis";"A590"
310;"SonstigeLokalisationenderTrichomoniasis";"A598"
311;"Trichomoniasis,nichtnäherbezeichnet";"A599"
313;"InfektionderGenitalorganeunddesUrogenitaltraktesdurchHerpesviren[Herpessimplex]";"A600"
314;"InfektionderPerianalhautunddesRektumsdurchHerpesviren[Herpessimplex]";"A601"
315;"InfektiondesAnogenitalbereichesdurchHerpesviren[Herpessimplex],nichtnäherbezeichnet";"A609"
317;"Anogenitale(venerische)Warzen";"A630"
318;"Sonstigenäherbezeichnete,vorwiegenddurchGeschlechtsverkehrübertrageneKrankheiten";"A638"
319;"DurchGeschlechtsverkehrübertrageneKrankheiten,nichtnäherbezeichnet,Geschlechtskrankheiteno.n.A.";"A64"
339;"DurchLäuseübertragenesRückfallfieber,RückfallfieberdurchBorreliarecurrentis";"A680"
340;"DurchZeckenübertragenesRückfallfieber,RückfallfieberdurchjedeandereBorrelienart,ausgenommendurchBorreliarecurrentis";"A681"
341;"Rückfallfieber,nichtnäherbezeichnet";"A689"
343;"Nekrotisierend-ulzeröseStomatitis,Cancrumoris,GangrändurchFusospirochäten,Noma,Stomatitisgangraenosa";"A690"
344;"SonstigeFusospirochätosen";"A691"
345;"Lyme-Krankheit,ErythemachronicummigransdurchBorreliaburgdorferi";"A692"
346;"SonstigenäherbezeichneteSpirochäteninfektionen";"A698"
347;"Spirochäteninfektion,nichtnäherbezeichnet";"A699"
348;"InfektionendurchChlamydiapsittaci,Ornithose,Papageienkrankheit,Psittakose";"A70"
352;"Trachom,nichtnäherbezeichnet";"A719"
354;"Chlamydienkonjunktivitis(H13.1*),Paratrachom";"A740"
355;"SonstigeChlamydienkrankheiten";"A748"
356;"Chlamydieninfektion,nichtnäherbezeichnet,Chlamydioseo.n.A.";"A749"
360;"FleckfieberdurchRickettsiatyphi[Rickettsiamooseri],MurinesFleckfieber(durchFlöheübertragen)";"A752"
362;"Fleckfieber,nichtnäherbezeichnet,Fleckfiebero.n.A.";"A759"
365;"ZeckenbißfieberdurchRickettsiaconori,AfrikanischesZeckenbißfieber,Boutonneuse-Fieber,IndischesZeckenbißfieber,Kenya-Fieber,Marseille-Fieber,Mittelmeer-Zeckenbißfieber";"A771"
368;"SonstigeZeckenbißfieber[Rickettsiosen,durchZeckenübertragen]";"A778"
369;"Zeckenbißfieber,nichtnäherbezeichnet,DurchZeckenübertrageneRickettsioseo.n.A.";"A779"
370;"Q-Fieber,Balkangrippe,InfektiondurchRickettsia(Coxiella)burneti,Query-Fieber";"A78"
373;"RickettsienpockendurchRickettsiaakari,Bläschenrickettsiose";"A791"
375;"Rickettsiose,nichtnäherbezeichnet,Rickettsien-Infektiono.n.A.";"A799"
380;"SonstigeundnichtnäherbezeichneteakuteparalytischePoliomyelitis";"A803"
382;"AkutePoliomyelitis,nichtnäherbezeichnet";"A809"
384;"Creutzfeldt-Jakob-Krankheit,SubakutespongioformeEnzephalopathie";"A810"
385;"SubakutesklerosierendePanenzephalitis,Einschlußkörperchenenzephalitis[Dawson],SklerosierendeLeukenzephalopathie[vanBogaert]";"A811"
386;"ProgressivemultifokaleLeukenzephalopathie,MultifokaleLeukenzephalopathieo.n.A.";"A812"
387;"SonstigeatypischeVirus-InfektionendesZentralnervensystems,Kuru";"A818"
388;"AtypischeVirus-InfektiondesZentralnervensystems,nichtnäherbezeichnet,Prion-KrankheitdesZentralnervensystemso.n.A.";"A819"
402;"Virusenzephalitis,durchMoskitosübertragen,nichtnäherbezeichnet";"A839"
404;"FernöstlicheEnzephalitis,durchZeckenübertragen[RussischeFrühsommer-Enzephalitis]";"A840"
405;"MitteleuropäischeEnzephalitis,durchZeckenübertragen,ZentraleuropäischeFrühsommer-Meningoenzephalitis[FSME]";"A841"
406;"SonstigeVirusenzephalitis,durchZeckenübertragen,Louping-ill-Krankheit[Spring-undDrehkrankheit],Powassan-Enzephalitis";"A848"
407;"Virusenzephalitis,durchZeckenübertragen,nichtnäherbezeichnet";"A849"
409;"EnzephalitisdurchEnteroviren(G05.1*),EnzephalomyelitisdurchEnteroviren";"A850"
410;"EnzephalitisdurchAdenoviren(G05.1*),MeningoenzephalitisdurchAdenoviren";"A851"
411;"Virusenzephalitis,durchArthropodenübertragen,nichtnäherbezeichnet";"A852"
412;"SonstigenäherbezeichneteVirusenzephalitis,Economo-Enzephalitis,Encephalitislethargicasiveepidemica";"A858"
413;"Virusenzephalitis,nichtnäherbezeichnet,Virusenzephalomyelitiso.n.A.,Virusmeningoenzephalitiso.n.A.";"A86"
